NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,Feels,Close My Eyes,,,,116,1
BAGeL Radio,A,Fuzz,Close Your Eyes,,,,208,1
BAGeL Radio,A,Nine Inch Nails,Closer,,,,143,1
BAGeL Radio,A,Silver Starling,Closer -Silver Starling,,,,87,1
BAGeL Radio,A,Man Without Country,Closet Addicts Anonymous,,,,139,1
BAGeL Radio,A,Man Man,Cloud Nein,,,,186,2
BAGeL Radio,A,Man Man,Cloud Nein -Dream Hunting in the Valley of the In-Between,,,,160,1
BAGeL Radio,A,The Foreign Resort,Clouds,,,,121,1
BAGeL Radio,A,Kasabian,Club Foot -Kasabian,,,,175,1
BAGeL Radio,A,Porcelain Raft,Cluster,,,,86,1
BAGeL Radio,A,Thunderbirds Are Now!,Cobra Feet,,,,156,1
BAGeL Radio,A,Robert Pollard,Cock Of The Rainbow -From A Compound Eye,,,,109,1
BAGeL Radio,A,Crocodiles,Cockroach -Crimes of Passion,,,,105,1
BAGeL Radio,A,Carolyn's Fingers,Cocteau Twins-Blue Bell Knoll,,,,97,1
BAGeL Radio,A,Blood Red Shoes,Cold (radio edit) -In Time To Voices,,,,77,1
BAGeL Radio,A,Owl John,Cold Creeps,,,,66,1
BAGeL Radio,A,Solids,Cold Hands,,,,64,1
BAGeL Radio,A,Dish,Cold Is -Ma Raison De Vivre Ton Amour,,,,162,1
BAGeL Radio,A,Operators,Cold Light -Blue Wave,,,,169,1
BAGeL Radio,A,Cathy Davey,Cold Man's Nightmare,,,,157,1
BAGeL Radio,A,PVT,Cold Romance,,,,161,1
BAGeL Radio,A,Teenage Sweater,Cold Spots,,,,70,1
BAGeL Radio,A,The Sugarcubes,Coldsweat -Life's Too Good,,,,114,1
BAGeL Radio,A,The Heavy,Coleen -Great Vengeance and Furious Fire (US),,,,139,1
BAGeL Radio,A,Feral Future,College,,,,96,1
BAGeL Radio,A,Gap Dream,College Music -This Is Gap Dream,,,,189,2
BAGeL Radio,A,The Dukes Of Stratosphear,Collideascope,,,,150,1
BAGeL Radio,A,Elliott Smith,Color Bars -Figure 8,,,,155,1
BAGeL Radio,A,Lala Lala,Color Of The Pool,,,,1216,12
BAGeL Radio,A,Lala Lala,Color Of The Pool -I Want The Door To Open,,,,886,8
BAGeL Radio,A,IDLES,Colossus -Joy as an Act of Resistance.,,,,76,1
BAGeL Radio,A,Grouplove,Colours,,,,68,1
BAGeL Radio,A,Temples,Colours To Life,,,,506,3
BAGeL Radio,A,Ten Million Lights,Comatose,,,,84,1
BAGeL Radio,A,Metric,Combat Baby,,,,173,1
BAGeL Radio,A,Metric,"Combat Baby -Old World Underground, Where Are You Now?",,,,92,1
BAGeL Radio,A,Badfinger,Come And Get It -Magic Christian Music,,,,174,1
BAGeL Radio,A,The Way We Were in 1989,Come Around ,,,,72,1
BAGeL Radio,A,Dead Heart Bloom,Come Back,,,,132,1
BAGeL Radio,A,James,Come Home,,,,302,3
BAGeL Radio,A,Pip Blom,Come Home,,,,381,3
BAGeL Radio,A,James,Come Home -James,,,,203,1
BAGeL Radio,A,Charlatans UK,Come Home Baby -Modern Nature,,,,175,2
BAGeL Radio,A,JEFF The Brotherhood,Come In Alone (My Bloody Valentine),,,,99,1
BAGeL Radio,A,Menace Beach,Come On Give Up -Ratworld,,,,172,1
BAGeL Radio,A,Cathy Davey,Come Over,,,,98,1
BAGeL Radio,A,House Of Blondes,Come Running,,,,89,1
BAGeL Radio,A,House Of Blondes,Come Running -Clean Cuts,,,,174,1
BAGeL Radio,A,The Pains of Being Pure At Heart,Come Saturday,,,,52,1
BAGeL Radio,A,Jagwar Ma,Come Save Me,,,,131,1
BAGeL Radio,A,Beach Skulls,Come Undone (tedit) -Las Dunas,,,,514,4
BAGeL Radio,A,Mac McCaughan,Come Upstairs,,,,112,1
BAGeL Radio,A,Amber Arcades,Come with Me,,,,184,1
BAGeL Radio,A,Sleigh Bells,Comeback Kid,,,,68,1
BAGeL Radio,A,Broken Water,Coming Down,,,,127,1
BAGeL Radio,A,Coastwest Unrest,Coming Home,,,,158,1
BAGeL Radio,A,Elbow,Coming Second -Asleep In The Back,,,,144,1
BAGeL Radio,A,The Radio Dept.,Commited to the Cause,,,,241,2
BAGeL Radio,A,The Radio Dept.,Commited to the Cause -Running Out of Love,,,,304,2
BAGeL Radio,A,The Clash,Complete Control,,,,103,1
BAGeL Radio,A,The Clash,Complete Control -The Clash,,,,121,1
BAGeL Radio,A,Victor Malloy,Condiment Junkie,,,,136,1
BAGeL Radio,A,The Dodos,Confidence,,,,182,1
BAGeL Radio,A,Adam Strangler,Confusion,,,,236,2
BAGeL Radio,A,Adam Strangler,Confusion -Ideas Of Order,,,,92,1
BAGeL Radio,A,The Golden Dregs,Congratulations -Hope is for the Hopeless,,,,173,1
BAGeL Radio,A,Enon,Conjugate The Verbs,,,,72,1
BAGeL Radio,A,Moaning,Connect The Dots -Uneasy Laughter,,,,158,2
BAGeL Radio,A,Elastica,Connection,,,,63,1
BAGeL Radio,A,Froth,Contact,,,,126,1
BAGeL Radio,A,Parquet Courts,Content Nausea,,,,71,1
BAGeL Radio,A,Viet Cong,Continental Shelf -Viet Cong,,,,226,2
BAGeL Radio,A,Vision,Control -Inertia,,,,120,1
BAGeL Radio,A,The Flaming Lips,Convinced Of The Hex -Embryonic,,,,81,1
BAGeL Radio,A,Monomyth,Cool Blue Hello -Happy Pop Family,,,,109,1
BAGeL Radio,A,Spectator,Cool Ghouls-Animal Races,,,,120,1
BAGeL Radio,A,Gauche,Copper Woman -A People's History of Gauche,,,,132,1
BAGeL Radio,A,of Montreal,Coquet Coquette -False Priest,,,,173,1
BAGeL Radio,A,Dentist,Corked,,,,66,1
BAGeL Radio,A,Et Hop (tedit),Corridor-Et Hop,,,,401,5
BAGeL Radio,A,The World Record,Cosmetic,,,,62,1
BAGeL Radio,A,CUP,Cosmic Brain,,,,149,1
BAGeL Radio,A,The Front Bottoms,Cough It Out,,,,249,2
BAGeL Radio,A,Allah-Las,Could Be You,,,,119,1
BAGeL Radio,A,Cat Power,Could We,,,,142,1
BAGeL Radio,A,Hüsker Dü,Could You Be The One? -Warehouse: Songs and Stories,,,,106,1
BAGeL Radio,A,The Horrors,Count In Fives,,,,187,1
BAGeL Radio,A,Good Morning,Country,,,,1271,11
BAGeL Radio,A,Barnyard,Country  - Good Morning,,,,519,3
BAGeL Radio,A,Good Morning,Country -Barnyard,,,,1105,8
BAGeL Radio,A,X,Country At War,,,,108,1
BAGeL Radio,A,JEFF The Brotherhood,Country Life -Hypnotic Nights,,,,77,1
BAGeL Radio,A,Vampire Weekend,Cousins -Cousins (single),,,,102,1
BAGeL Radio,A,Talk Normal,Cover -Sunshine,,,,164,1
BAGeL Radio,A,Young Galaxy,Cover Your Tracks -Shapeshifting,,,,135,1
BAGeL Radio,A,The Fall,Cowboy George (tedit),,,,75,1
BAGeL Radio,A,Wolfkin,Coyoacan,,,,110,1
BAGeL Radio,A,Kid Congo & The Pink Monkey Birds,Coyote Conundrum,,,,96,1
BAGeL Radio,A,Modest Mouse,Coyotes,,,,88,1
BAGeL Radio,A,The Disgruntled Taxpayers,Crabs Are Much Better When They're At The Beach,,,,127,1
BAGeL Radio,A,The Disgruntled Taxpayers,Crabs Are Much Better When They're At The Beach -$5 Toaster,,,,98,1
BAGeL Radio,A,Cold Beat,Cracks -Into The Air,,,,183,1
BAGeL Radio,A,The Ruby Suns,Cranberry -Fight Softly,,,,124,1
BAGeL Radio,A,The Primitives,Crash,,,,68,1
BAGeL Radio,A,The Primitives,Crash -Lovely,,,,194,2
BAGeL Radio,A,Buffalo Tom,Crawl -Birdbrain,,,,350,2
BAGeL Radio,A,Mozes and the Firstborn,Crawl -Great Pile Of Nothing,,,,112,1
BAGeL Radio,A,O'Death,Crawl Through Snow,,,,91,1
BAGeL Radio,A,IDLES,Crawl!,,,,538,5
BAGeL Radio,A,CRAWLER,Crawl!  - IDLES,,,,471,3
BAGeL Radio,A,IDLES,Crawl! -CRAWLER,,,,968,7
BAGeL Radio,A,Winter,Crazy,,,,135,1
BAGeL Radio,A,Meatbodies,Creature Feature -Alice,,,,560,4
BAGeL Radio,A,Liars,Cred Woes (Radio Edit) -TFCF,,,,169,1
BAGeL Radio,A,Glass House,Creep -Star Club,,,,168,1
BAGeL Radio,A,Potty Mouth,Creeper Weed,,,,161,1
BAGeL Radio,A,The Clean Prophets,Crime -Praise Is Poison,,,,184,1
BAGeL Radio,A,Exitmusic,Criminal,,,,251,2
BAGeL Radio,A,The Coathangers,Crimson Telephone -The Devil You Know,,,,636,4
BAGeL Radio,A,TacocaT,Crimson Wave,,,,95,1
BAGeL Radio,A,Pretty & Nice,Critters -Golden Rules For Golden People,,,,136,1
BAGeL Radio,A,Bernard + Edith,Crocodile,,,,57,1
BAGeL Radio,A,Oranger,Crones,,,,57,1
BAGeL Radio,A,Wovenhand,Crook and Flail -Star Treatment,,,,112,1
BAGeL Radio,A,Peach Kelli Pop,Crooked & Crazy,,,,79,1
BAGeL Radio,A,Death Cab For Cutie,Crooked Teeth,,,,122,1
BAGeL Radio,A,Kelley Stoltz,Crossed Mind Blues -In Triangle Time,,,,482,3
BAGeL Radio,A,The End Of The World,Crowded Rooms,,,,58,1
BAGeL Radio,A,The Ettes,Crown of Age -Look At Life Again Soon,,,,172,1
BAGeL Radio,A,Captain Sensible,Croydon -Women And Captains First ,,,,105,1
BAGeL Radio,A,Augustines,Cruel City,,,,102,1
BAGeL Radio,A,Bananarama,Cruel Summer -The Greatest Hits Collection,,,,148,1
BAGeL Radio,A,Gold Leaves,Cruel/Kind,,,,60,1
BAGeL Radio,A,John K Samson,Cruise Night -Provincial,,,,117,1
BAGeL Radio,A,Cosmonauts,Cruisin',,,,114,1
BAGeL Radio,A,Cosmonauts,Cruisin' -A-OK!,,,,118,1
BAGeL Radio,A,Julian Casablancas+The Voidz,Crunch Punch -Tyranny,,,,117,1
BAGeL Radio,A,Jolie Holland,Crush In The Ghetto -Springtime Can Kill You,,,,95,1
BAGeL Radio,A,Wicca Phase Springs Eternal,Crushed -Suffer On,,,,173,1
BAGeL Radio,A,Thievery Corporation,Culture Of Fear -Culture Of Fear,,,,93,1
BAGeL Radio,A,Logic,Cuneiform-Reverse,,,,563,5
BAGeL Radio,A,Unmake,Cuneiform-Reverse,,,,516,5
BAGeL Radio,A,LKFFCT,Cure-All,,,,64,1
BAGeL Radio,A,The Flower Investment Pawn,Cure-All  - LKFFCT,,,,665,4
BAGeL Radio,A,LKFFCT,Cure-All -The Flower Investment Pawn,,,,162,1
BAGeL Radio,A,Mister Loveless,Curfew (BAGeL Radio Acoustic) -SomaFM Studio Sessions,,,,128,1
BAGeL Radio,A,Mister Loveless,Curfew -Grow Up,,,,186,1
BAGeL Radio,A,The Raveonettes,Curse The Night,,,,101,1
BAGeL Radio,A,Palehound,Cushioned Caging -Dry Food,,,,104,1
BAGeL Radio,A,Slaves,Cut And Run,,,,491,5
BAGeL Radio,A,Slaves,Cut And Run -Acts of Fear and Love,,,,108,1
BAGeL Radio,A,The Fibs,Cut Hands,,,,95,1
BAGeL Radio,A,Erica Nockalls,Cut Them Out -Imminent Room,,,,124,1
BAGeL Radio,A,Pavement,"Cut Your Hair -Crooked Rain, Crooked Rain",,,,102,1
BAGeL Radio,A,Kississippi,Cut Yr Teeth,,,,96,1
BAGeL Radio,A,The Kissaway Trail,Cuts of Youth (Razor Love) ,,,,56,1
BAGeL Radio,A,The Decemberists,Cutting Stone,,,,131,1
BAGeL Radio,A,Don't Waste My Time,Cy Dune-Don't Waste My Time [Single],,,,564,6
BAGeL Radio,A,Clinic,D.I.S.C.I.P.L.E,,,,107,1
BAGeL Radio,A,Daft Punk,Da Funk,,,,178,1
BAGeL Radio,A,Slaves,Daddy,,,,118,1
BAGeL Radio,A,Pip Blom,Daddy Issues (Radio Edit),,,,60,1
BAGeL Radio,A,Pip Blom,Daddy Issues (Radio Edit) -Boat,,,,231,2
BAGeL Radio,A,HeadQuarters,Daddy Longlegs,,,,93,1
BAGeL Radio,A,Dummy,Daffodils,,,,1115,11
BAGeL Radio,A,Mandatory Enjoyment,Daffodils  - Dummy,,,,472,3
BAGeL Radio,A,Dummy,Daffodils -Mandatory Enjoyment,,,,894,7
BAGeL Radio,A,The Wedding Present,Dalliance -Seamonsters,,,,249,2
BAGeL Radio,A,Anna Ternheim,Damaged Ones,,,,64,1
BAGeL Radio,A,U.S. Girls,Damn That Valley -Half Free,,,,128,1
BAGeL Radio,A,The Morning Benders,Damnit Anna -Talking Through Tin Cans,,,,123,1
BAGeL Radio,A,New York Dolls,Dance Like A Monkey -One Day It Will Please Us To Remember Even This,,,,88,1
BAGeL Radio,A,Moon Duo,Dance Pt. 3,,,,96,1
BAGeL Radio,A,Upchuck,Dance To Silence (Resurrection Remix),,,,111,1
BAGeL Radio,A,Radio 4,Dance To The Underground -Sonic Mook Experiment: Hot Shit,,,,123,1
BAGeL Radio,A,Light Heat,Dance the Cosmos Light -Light Heat,,,,112,1
BAGeL Radio,A,Here Come The Saviours,Dancehall Destructo -Set The City On Fire,,,,138,1
BAGeL Radio,A,TV On The Radio,Dancing Choose,,,,85,1
BAGeL Radio,A,Leave Them All Behind,Dancing Heals-Into The Night EP,,,,79,1
BAGeL Radio,A,Panda & Angel,Dangerous,,,,144,1
BAGeL Radio,A,Veronica Falls,Daniel,,,,84,1
BAGeL Radio,A,Chris Garneau,Danny -Winter Games,,,,199,1
BAGeL Radio,A,IDLES,Danny Nedelko -Joy as an Act of Resistance.,,,,193,1
BAGeL Radio,A,Tom Waits,"Danny Says -Orphans: Brawlers, Bawlers & Bastards [Disc 2]",,,,98,1
BAGeL Radio,A,Heliotropes,Dardanelles Part I,,,,137,1
BAGeL Radio,A,Hot Chip,Dark & Stormy -Dark & Stormy,,,,203,2
BAGeL Radio,A,L.A. Witch,Dark Horse,,,,147,1
BAGeL Radio,A,Women Of The Night,Dark Horsey,,,,839,6
BAGeL Radio,A,Women Of The Night,Dark Horsey -Sub Rosa,,,,789,6
BAGeL Radio,A,AM & Shawn Lee,Dark Into Light -Dark Into Light,,,,167,1
BAGeL Radio,A,Rey Pila,Dark Paradise,,,,159,1
BAGeL Radio,A,Rey Pila,Dark Paradise -Velox Veritas,,,,104,1
BAGeL Radio,A,Barton Carroll,Dark Place,,,,60,1
BAGeL Radio,A,Metric,Dark Saturday,,,,96,1
BAGeL Radio,A,Colleen Green,Darkest Eyes -Sock It To Me,,,,125,1
BAGeL Radio,A,Buffalo Tom,Darl,,,,173,2
BAGeL Radio,A,Buffalo Tom,Darl -Let Me Come Over,,,,259,2
BAGeL Radio,A,Locksley,Darling It's True -Darling It's True (Single),,,,76,1
BAGeL Radio,A,William F. Gibbs,"Darling, You Were Beautiful Once -My Fellow Sophisticates",,,,117,1
BAGeL Radio,A,Archie Bronson Outfit,Dart For My Sweetheart,,,,143,1
BAGeL Radio,A,Roche featuring Livingston Gains,Dashing -Solos in Stereo II,,,,141,1
BAGeL Radio,A,Enon,Daughter In The House Of Fools,,,,58,1
BAGeL Radio,A,The National,Daughters Of The Soho Riots,,,,58,1
BAGeL Radio,A,The National,Daughters Of The Soho Riots -Alligator,,,,123,1
BAGeL Radio,A,The Jean Genie,David Bowie-Alladin Sane,,,,107,1
BAGeL Radio,A,The Kinks,David Watts,,,,116,1
BAGeL Radio,A,The Kinks,David Watts -Something Else By The Kinks,,,,164,1
BAGeL Radio,A,Mike's Bag,Dawn 5-Necessary Evil b/w Mike's Bag,,,,94,1
BAGeL Radio,A,Kristin Hersh,Day Glo,,,,91,1
BAGeL Radio,A,Johnny Marr,Day In Day Out,,,,147,1
BAGeL Radio,A,Spray Paint,Day Of The Rope -Punters On A Barge,,,,394,3
BAGeL Radio,A,Slowness,Day for Night -For Those Who Wish to See the Glass Half Full,,,,177,1
BAGeL Radio,A,Olivia Broadfield,Daydreams -This Beautiful War,,,,104,1
BAGeL Radio,A,Division Day,Dayenu,,,,98,1
BAGeL Radio,A,Bad Cop,Daylight -Harvest The Beast,,,,98,1
BAGeL Radio,A,The Drums,Days,,,,66,1
BAGeL Radio,A,Great Lakes Myth Society,Days Of Apple Pie -Compass Rose Bouquet,,,,95,1
BAGeL Radio,A,The Decemberists,Days Of Elaine,,,,119,1
BAGeL Radio,A,Siouxsie & the Banshees,Dazzle,,,,221,1
BAGeL Radio,A,The Police,"De Do Do Do, De Da Da Da -Zenyatta Mondatta",,,,124,1
BAGeL Radio,A,Little Barrie,De Seleckt -Shadow,,,,107,1
BAGeL Radio,A,Lush,De-Luxe,,,,122,1
BAGeL Radio,A,Lush,De-Luxe -Mad Love EP,,,,102,1
BAGeL Radio,A,Handsome Furs,Dead + Rural -Plague Park,,,,92,1
BAGeL Radio,A,Pixies,Dead -Doolittle,,,,72,1
BAGeL Radio,A,The Now,Dead Anyway-Trip Switch Lips,,,,98,1
BAGeL Radio,A,The Fall,Dead Beat Descendant,,,,394,3
BAGeL Radio,A,Bleached,Dead Boy,,,,102,1
BAGeL Radio,A,Bleached,Dead Boy -Ride Your Heart,,,,161,1
BAGeL Radio,A,Pill,Dead Boys ,,,,170,1
BAGeL Radio,A,Metric,"Dead Disco -Old World Underground, Where Are You Now?",,,,56,1
BAGeL Radio,A,Sonic Avenues,Dead Faces,,,,120,1
BAGeL Radio,A,Sonic Avenues,Dead Faces -Disconnector,,,,181,2
BAGeL Radio,A,Team Ghost,Dead Film Star -Dead Film Star EP,,,,97,1
BAGeL Radio,A,Courtney Barnett,Dead Fox,,,,134,1
BAGeL Radio,A,Courtney Barnett,"Dead Fox -Sometimes I Sit and Think, and Sometimes I Just Sit",,,,110,1
BAGeL Radio,A,Archie Bronson Outfit,Dead Funny,,,,153,1
BAGeL Radio,A,The Lindas,Dead Lovers -8x9,,,,150,1
BAGeL Radio,A,Coke Weed,Dead Man Walking,,,,96,1
BAGeL Radio,A,Kids On A Crime Spree,Dead Ripe,,,,53,1
BAGeL Radio,A,Fake Your Own Death,Dead Won't Die -Fakeyourowndeath,,,,185,1
BAGeL Radio,A,As Much As It Was Worth,Dean Wareham-I Have Nothing To Say To The Mayor Of L.A.,,,,818,6
BAGeL Radio,A,Under Skys (Lazy Smoke cover),Dean Wareham-I Have Nothing To Say To The Mayor Of L.A.,,,,623,7
BAGeL Radio,A,XTC,Dear God -Skylarking,,,,272,2
BAGeL Radio,A,Siouxsie & the Banshees,Dear Prudence -Hyæna,,,,446,3
BAGeL Radio,A,The Beatles,Dear Prudence -The Beatles (White Album) (Disc 1),,,,236,2
BAGeL Radio,A,Slaughterhouse,Death  - Ty Segall Band,,,,629,4
BAGeL Radio,A,Ty Segall Band,Death -Slaughterhouse,,,,116,1
BAGeL Radio,A,Hot Snakes,Death Camp Fantasy,,,,171,1
BAGeL Radio,A,Cloud Control,Death Cloud -Bliss Release,,,,105,1
BAGeL Radio,A,Frightened Rabbit,Death Dream,,,,118,1
BAGeL Radio,A,Romantic Rights,Death From Above 1979-You're A Woman I'm A Machine,,,,402,4
BAGeL Radio,A,Weapons Of Mass Belief,Death Of A Nation -Death Of A Nation,,,,162,1
BAGeL Radio,A,Death Valley Girls,Death Valley Boogie -Glow In The Dark,,,,174,1
BAGeL Radio,A,It's All Really Kind of Amazing,Death Valley Girls-It's All Really Kind of Amazing (single),,,,591,6
BAGeL Radio,A,The Clash,Death or Glory,,,,186,1
BAGeL Radio,A,Pixies,Debaser -Doolittle,,,,142,1
BAGeL Radio,A,Courtney Barnett,"Debbie Downer -Sometimes I Sit and Think, and Sometimes I Just Sit",,,,139,1
BAGeL Radio,A,The Afghan Whigs,Debonair -Gentlemen,,,,175,1
BAGeL Radio,A,Pavement,Debris Slide,,,,70,1
BAGeL Radio,A,The Gotobeds,Debt Begins at 30 (Alt) -Debt Begins at 30,,,,109,1
BAGeL Radio,A,Teenage Fanclub,December -Bandwagonesque,,,,96,1
BAGeL Radio,A,Fanfarlo,Deconstruction,,,,102,1
BAGeL Radio,A,Yesse Yavis,Deep Blue Sea -Never Let My Love Fall Down b/w Deep Blue Sea,,,,133,1
BAGeL Radio,A,Dave Gahan,Deeper & Deeper,,,,64,1
BAGeL Radio,A,Dave Gahan,Deeper & Deeper -Hourglass,,,,120,1
BAGeL Radio,A,Snakeskin,Deerhunter-Fading Frontier,,,,518,4
BAGeL Radio,A,Peel Dream Magazine,Deetjen's -Modern Meta Physic,,,,529,4
BAGeL Radio,A,The Pretty Things,Defecting Grey -S.F. Sorrow,,,,491,3
BAGeL Radio,A,Galore,Deja Vu,,,,96,1
BAGeL Radio,A,Galore,Deja Vu -Galore,,,,127,1
BAGeL Radio,A,The Sugarcubes,Delicious Demon -Life's Too Good,,,,78,1
BAGeL Radio,A,X,Delta 88,,,,61,1
BAGeL Radio,A,Meat Wave,Delusion Moon -Delusion Moon,,,,95,1
BAGeL Radio,A,Human Woman,Delusional -Human Woman,,,,156,1
BAGeL Radio,A,Bad Waitress,Delusions of Grandeur,,,,891,8
BAGeL Radio,A,No Taste,Delusions of Grandeur  - Bad Waitress,,,,424,3
BAGeL Radio,A,Bad Waitress,Delusions of Grandeur -No Taste,,,,936,7
BAGeL Radio,A,Franz Ferdinand,Demagogue -30 Days 30 Songs,,,,126,1
BAGeL Radio,A,Surfer Blood,Demon Dance -Pythons,,,,166,2
BAGeL Radio,A,New Order,Denial -Movement,,,,170,1
BAGeL Radio,A,Pinback,"Denslow, You Idiot! -Information Retrieved",,,,168,1
BAGeL Radio,A,Joel Plaskett,"Deny, Deny, Deny -Three [Disc 3]",,,,102,1
BAGeL Radio,A,Crystal Stilts,Departure,,,,442,3
BAGeL Radio,A,See You,Depeche Mode-A Broken Frame,,,,60,1
BAGeL Radio,A,Stripped,Depeche Mode-Black Celebration,,,,120,1
BAGeL Radio,A,[the] caseworker,Dependence Day,,,,92,1
BAGeL Radio,A,[the] caseworker,Dependence Day -Voices Out There,,,,142,1
BAGeL Radio,A,Good Morning,Depends On What I Know,,,,877,8
BAGeL Radio,A,Barnyard,Depends On What I Know  - Good Morning,,,,597,4
BAGeL Radio,A,Good Morning,Depends On What I Know -Barnyard,,,,1037,9
BAGeL Radio,A,together PANGEA,Depress,,,,124,1
BAGeL Radio,A,My Teenage Stride,Depression Kicks,,,,146,1
BAGeL Radio,A,Courtney Barnett,"Depreston -Sometimes I Sit and Think, and Sometimes I Just Sit",,,,138,1
BAGeL Radio,A,The Coathangers,Derek's Song  -Derek's Song b/w Throw,,,,170,2
BAGeL Radio,A,Versari,Des images -Sous la peau,,,,290,2
BAGeL Radio,A,Kestrels,Descent of Their Last End -Kestrels,,,,97,1
BAGeL Radio,A,Abbe May,Design Desire,,,,72,1
BAGeL Radio,A,Dilly Dally,Desire -Sore,,,,117,1
BAGeL Radio,A,Prefab Messiahs,Desperately Happy,,,,52,1
BAGeL Radio,A,Ladytron,Destroy Everything You Touch,,,,390,4
BAGeL Radio,A,Ladytron,Destroy Everything You Touch -Witching Hour,,,,157,1
BAGeL Radio,A,TR/ST,Destroyer,,,,109,1
BAGeL Radio,A,King Missile,Detachable Penis,,,,74,1
BAGeL Radio,A,And The Kids,Devastation Celebration -Turn To Each Other,,,,172,2
BAGeL Radio,A,Cripple Crow,Devendra Banhart-Cripple Crow,,,,131,1
BAGeL Radio,A,Pinback,Devil You Know,,,,85,1
BAGeL Radio,A,The B-52's,Devil in My Car -Wild Planet,,,,119,1
BAGeL Radio,A,Beck,Devil's Haircut -Odelay,,,,100,1
BAGeL Radio,A,The Jungle Giants,Devil's Play -Speakerzoid,,,,162,1
BAGeL Radio,A,Unloved,Devils Angels,,,,56,1
BAGeL Radio,A,Ritual Howls,Devoured Decency,,,,158,2
BAGeL Radio,A,Ritual Howls,Devoured Decency -Rendered Armor,,,,110,1
BAGeL Radio,A,CFM,Dichotomy -Dichotomy Desaturated,,,,116,1
BAGeL Radio,A,Surfbort,Dicks in Space,,,,1076,10
BAGeL Radio,A,Keep on Truckin',Dicks in Space  - Surfbort,,,,446,3
BAGeL Radio,A,Surfbort,Dicks in Space -Keep on Truckin',,,,1026,9
BAGeL Radio,A,Vomitface,Did She Come Alone? -Another Bad Year,,,,259,2
BAGeL Radio,A,The Go! Team,Did You Know? -The Scene Between,,,,352,2
BAGeL Radio,A,Bella,Didn't Mean To Break Our Love,,,,152,1
BAGeL Radio,A,The Growlers,Die & Live Forever,,,,92,1
BAGeL Radio,A,Guided By Voices,Difficult Outburst and Breakthrough -Motivational Jumpsuit,,,,107,1
BAGeL Radio,A,Pixies,Dig For Fire,,,,111,1
BAGeL Radio,A,I LIKE TRAINS,Dig In,,,,124,1
BAGeL Radio,A,I LIKE TRAINS,Dig In -KOMPROMAT,,,,179,1
BAGeL Radio,A,Say Hi To Your Mom,Dimensions And Verticals,,,,242,1
BAGeL Radio,A,Bishop Allen,Dimmer -Grrr...,,,,100,1
BAGeL Radio,A,The Chats,Dine and Dash,,,,62,1
BAGeL Radio,A,Anima (Tedit),Dinner-Dream Work,,,,440,5
BAGeL Radio,A,The Mountain Goats,Dinu Lipatti's Bones -The Sunset Tree,,,,90,1
BAGeL Radio,A,David Bowie,Dirty Boys -The Next Day,,,,52,1
BAGeL Radio,A,Turnpike Glow,Dirty Rain -Rush Home EP,,,,94,1
BAGeL Radio,A,The Standells,Dirty Water,,,,161,1
BAGeL Radio,A,The Five Gentlemen,Dis-nous Dylan,,,,144,1
BAGeL Radio,A,DEHD,Disappear,,,,124,1
BAGeL Radio,A,Gram Rabbit,Disco#2,,,,153,1
BAGeL Radio,A,Sink Tapes,Dishes In The Dark,,,,83,1
BAGeL Radio,A,School Of Language,Distance Between -Old Fears,,,,115,1
BAGeL Radio,A,Clinic,Distortions -Internal Wrangler,,,,248,2
BAGeL Radio,A,The Breeders,Divine Hammer,,,,130,1
BAGeL Radio,A,Foxtail Somersault,Divingboard -Fathom,,,,113,1
BAGeL Radio,A,Bear Ceuse,Dixie Brothers -Don Domestique,,,,78,1
BAGeL Radio,A,Throwing Muses,Dizzy -Hunkpapa,,,,126,1
BAGeL Radio,A,A Block Of Yellow,Do I Do,,,,100,1
BAGeL Radio,A,Arctic Monkeys,Do I Wanna Know? -AM,,,,118,1
BAGeL Radio,A,Guards,Do It Again,,,,72,1
BAGeL Radio,A,Echo & the Bunnymen,Do It Clean,,,,270,2
BAGeL Radio,A,Field Music,Do Me A Favour,,,,59,1
BAGeL Radio,A,Julia Bardo,Do This To Me,,,,1333,10
BAGeL Radio,A,"Bauhaus, L'Appartamento",Do This To Me  - Julia Bardo,,,,506,3
BAGeL Radio,A,Julia Bardo,"Do This To Me -Bauhaus, L'Appartamento",,,,1283,10
BAGeL Radio,A,The Specimen,Do U Damage,,,,100,1
BAGeL Radio,A,Papercuts,Do What You Will,,,,88,1
BAGeL Radio,A,Cub Scouts,Do You Hear -Told You So EP,,,,121,1
BAGeL Radio,A,Nick Cave & The Bad Seeds,Do You Love Me?,,,,64,1
BAGeL Radio,A,The Horrors,Do You Remember -Primary Colours,,,,96,1
BAGeL Radio,A,Kate Nash,Do-Wah-Doo -My Best Friend Is You,,,,99,1
BAGeL Radio,A,BODEGA,Doers,,,,1045,9
BAGeL Radio,A,Broken Equipment,Doers  - BODEGA,,,,485,3
BAGeL Radio,A,BODEGA,Doers -Broken Equipment,,,,1082,10
BAGeL Radio,A,The Pack A.D.,Does It Feel Good?,,,,130,1
BAGeL Radio,A,Drahla,Dog Collar Guillotine -A Compact Cassette,,,,96,1
BAGeL Radio,A,Florence And The Machine,Dog Days Are Over,,,,98,1
